level,dimensions,kg,representation,prompt_type,temperature_label,cq_complexity,n,syntax_ok_count,syntax_ok_rate,satisfiable_count,satisfiable_rate,deterministic_count,deterministic_rate,all_checks_passed_count,all_checks_passed_rate,nonzero_rows_count,nonzero_rows_rate,avg_rows
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,2.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp1.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp1.0,complex,5,5,1.0,1,0.2,4,0.8,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,8.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp1.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,26.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,nen,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,ttl,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp0.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,0.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp1.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp0.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp1.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp0.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp1.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp0.0,complex,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp1.0,complex,5,4,0.8,0,0.0,4,0.8,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp0.0,moderate,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp1.0,moderate,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,46.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,46.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp0.0,moderate,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp1.0,moderate,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp0.0,moderate,5,5,1.0,2,0.4,5,1.0,2,0.4,3,0.6,37.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp1.0,moderate,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,26.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp0.0,moderate,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp1.0,moderate,5,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp0.0,moderate,5,5,1.0,2,0.4,5,1.0,2,0.4,3,0.6,23.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp1.0,moderate,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,41.6
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp0.0,moderate,5,4,0.8,0,0.0,4,0.8,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp1.0,moderate,5,5,1.0,2,0.4,5,1.0,2,0.4,3,0.6,6.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,51.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,59.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,27.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,686.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,528.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,axiom,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,390.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp0.0,simple,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,346.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,342.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,670.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,549.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,356.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,1197.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,539.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,nen,cot,temp1.0,simple,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,346.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,480.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp1.0,simple,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,3.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp0.0,simple,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,538.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg,ttl,cot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,410.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,10.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp0.0,complex,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,21.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp1.0,complex,5,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,29.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,458.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,458.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp0.0,complex,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,28.6
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp1.0,complex,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,12.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,12.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,9.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,17.6
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,18.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,57.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,113.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,26.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,113.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp1.0,moderate,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,33.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,19.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp0.0,moderate,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,0.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp1.0,moderate,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,132.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp0.0,moderate,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,16.6
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,23.8
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp0.0,moderate,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,15.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp1.0,moderate,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,134.4
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,30.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,15.6
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,5.6
